관측소명:대한해협
위도:34.919
경도:129.12125
관측시간	표층유속(cm/s)	표층유향(16points)	표층유향(deg)	수온(℃)	유의파고(MOSE.HF)(m)	유의파주기(MOSE.HF)(sec)	최대파고(MOSE.HF)(m)	최대파주기(MOSE.HF)(sec)	파향(16points)	파향(deg)	풍속(m/s)	풍향(16points)	풍향(deg)	기온(℃)	기압(hPa)	
2024/07/13 07:00:00	49.0	북동	49	21.37	0.68	7.1	1.03	7.5	남남서	196.00	0.7	동북동	78	21.9	1006.4	
2024/07/13 07:30:00	46.3	북동	51	21.72	0.62	6.8	1.06	7.5	남남서	197.00	1.5	동남동	105	22.0	1006.5	
2024/07/13 08:00:00	41.8	북동	45	21.79	0.61	6.7	1.01	7.0	남남서	198.00	1.6	동	83	22.6	1006.7	
2024/07/13 08:30:00	36.6	북북동	27	21.70	0.60	6.7	0.82	7.0	남남서	199.00	1.0	동북동	74	23.4	1007.1	
2024/07/13 09:00:00	47.7	북	9	21.69	0.72	7.2	1.32	7.5	남남서	209.00	1.6	북동	40	23.3	1007.5	
2024/07/13 09:30:00	43.2	북북동	25	21.22	0.56	7.0	0.84	7.0	남남서	200.00	2.3	북북동	28	22.4	1007.8	
2024/07/13 10:00:00	53.1	북북동	16	21.77	0.59	7.0	1.00	6.5	남남서	208.00	2.8	북동	39	22.2	1007.8	
2024/07/13 10:30:00	66.5	북북동	22	22.45	0.49	6.8	0.81	6.5	남서	214.00	2.2	북동	52	22.4	1008.0	
2024/07/13 11:00:00	68.4	북북동	30	22.63	0.54	7.1	0.77	7.5	남서	217.00	1.8	동북동	59	22.6	1008.3	
2024/07/13 11:30:00	76.3	북동	41	22.72	0.59	7.3	1.03	7.0	남남서	205.00	2.4	북북동	26	22.6	1008.2	
2024/07/13 12:00:00	76.9	북동	51	22.68	0.59	7.2	0.81	7.0	남남서	200.00	3.0	북동	35	22.7	1007.9	
2024/07/13 12:30:00	85.8	북동	53	22.72	0.60	7.3	0.99	7.5	남남서	196.00	3.0	북북동	25	22.9	1007.8	
2024/07/13 13:00:00	88.4	동북동	58	23.21	0.62	7.1	1.00	7.5	남	189.00	2.3	북북동	19	23.3	1007.9	
2024/07/13 13:30:00	94.5	북동	39	24.11	0.57	6.9	0.83	7.5	남남서	197.00	2.6	북동	38	23.5	1007.9	
2024/07/13 14:00:00	100.3	북동	46	24.20	0.52	6.7	0.89	7.5	남남서	198.00	3.0	북동	55	23.8	1008.0	
2024/07/13 14:30:00	103.4	북동	46	23.94	0.60	7.2	0.90	7.0	남남서	201.00	2.7	동북동	71	23.8	1008.4	
2024/07/13 15:00:00	106.7	북동	50	24.04	0.53	6.9	0.85	7.0	남남서	193.00	2.4	동북동	58	23.7	1008.4	
2024/07/13 15:30:00	97.3	북동	48	24.57	0.62	7.2	1.13	7.5	남남서	197.00	2.2	동북동	63	23.8	1008.4	
2024/07/13 16:00:00	108.1	동북동	59	24.25	0.55	6.7	0.96	7.0	남남서	210.00	3.0	북동	38	23.8	1008.1	
2024/07/13 16:30:00	99.0	동북동	58	24.25	0.57	7.2	0.86	7.5	남남서	196.00	2.8	북북동	12	23.7	1008.2	
2024/07/13 17:00:00	85.9	북동	51	24.12	0.57	6.7	0.89	6.5	남남서	202.00	3.2	북북동	26	23.5	1008.5	
2024/07/13 17:30:00	80.3	동북동	62	23.86	0.61	6.9	1.13	6.5	남남서	205.00	3.0	북동	48	23.7	1008.6	
2024/07/13 18:00:00	79.6	동북동	63	23.78	0.56	6.6	0.95	7.0	남남서	197.00	2.9	북동	39	23.8	1008.6	
2024/07/13 18:30:00	71.3	동북동	59	23.16	0.58	6.7	0.97	7.5	남남서	198.00	3.3	북동	48	23.8	1008.6	
2024/07/13 19:00:00	62.9	동북동	58	23.47	0.53	6.5	0.94	6.5	남남서	207.00	3.5	동북동	63	23.8	1008.6	
2024/07/13 19:30:00	62.7	북동	49	23.32	0.56	6.6	0.83	7.0	남남서	210.00	3.7	동북동	70	23.9	1008.8	
2024/07/13 20:00:00	50.1	북동	55	23.27	0.56	6.9	0.81	7.0	남남서	201.00	3.9	북동	53	23.8	1009.0	
2024/07/13 20:30:00	39.7	동북동	61	23.22	0.56	6.9	0.78	6.5	남남서	198.00	4.3	동북동	62	23.7	1009.1	
2024/07/13 21:00:00	22.3	북동	56	23.27	0.57	6.6	0.93	6.5	남남서	195.00	2.8	동북동	66	23.7	1009.8	
2024/07/13 21:30:00	26.9	동	86	23.15	0.64	6.8	0.94	7.0	남남서	195.00	3.0	동북동	66	23.7	1010.2	
2024/07/13 22:00:00	29.1	동북동	72	22.83	0.61	6.7	0.81	6.5	남남서	202.00	3.4	동북동	75	23.8	1010.3	
2024/07/13 22:30:00	21.3	동	83	22.61	0.60	6.9	0.97	6.0	남	186.00	2.8	북동	42	23.7	1010.6	
2024/07/13 23:00:00	16.4	동북동	72	22.59	0.67	6.6	0.90	6.5	남남서	206.00	4.2	북북동	17	22.9	1010.7	
2024/07/13 23:30:00	12.1	동북동	63	22.62	0.65	6.7	1.06	7.5	남남서	196.00	5.4	북북동	24	22.6	1010.6	
2024/07/14 00:00:00	15.6	북동	53	22.65	0.62	6.8	1.05	7.0	남남서	193.00	5.6	북북동	28	22.7	1010.5	
2024/07/14 00:30:00	15.3	북북동	15	22.58	0.66	6.6	0.97	6.0	남	188.00	4.9	북북동	31	22.7	1010.3	
2024/07/14 01:00:00	23.2	북동	44	22.37	0.59	6.2	0.94	6.0	남	185.00	5.2	북북동	28	22.6	1010.1	
2024/07/14 01:30:00	41.8	북북동	30	22.26	0.68	6.6	1.12	6.5	남남서	209.00	5.7	북북동	19	22.4	1009.9	
2024/07/14 02:00:00	52.2	북북동	23	22.22	0.62	6.6	0.98	7.5	남남서	201.00	5.0	북북동	33	22.2	1009.8	
2024/07/14 02:30:00	60.8	북북동	27	22.22	0.67	6.2	1.04	7.5	남남서	194.00	6.0	북북동	27	22.2	1009.7	
2024/07/14 03:00:00	69.0	북동	38	22.21	0.68	6.2	1.31	5.0	남서	216.00	5.7	북북동	28	22.0	1009.8	
2024/07/14 03:30:00	68.9	북동	34	22.30	0.64	5.9	1.10	7.0	남남서	194.00	5.9	북북동	25	21.9	1009.7	
2024/07/14 04:00:00	68.4	북동	39	22.31	0.70	5.7	1.23	6.5	남남서	199.00	5.9	북북동	25	21.9	1009.7	
2024/07/14 04:30:00	72.9	북동	38	22.71	0.76	6.4	1.14	5.0	남남서	194.00	6.3	북북동	25	22.0	1009.8	
2024/07/14 05:00:00	77.6	북동	34	22.66	0.73	6.2	1.16	8.5	남	190.00	3.8	북북동	27	22.1	1010.0	
2024/07/14 05:30:00	75.4	북북동	29	22.54	0.78	6.5	1.11	6.5	남남서	195.00	5.3	북동	34	22.2	1010.0	
2024/07/14 06:00:00	63.5	북동	37	22.26	0.77	6.1	1.11	6.5	남남서	193.00	7.7	북북동	28	22.0	1009.7	
2024/07/14 06:30:00	63.8	북동	35	22.06	0.76	5.7	1.23	4.5	남남서	207.00	7.6	북북동	21	22.0	1009.9	
2024/07/14 07:00:00	65.6	북북동	33	22.13	0.80	5.9	1.42	6.5	남남서	202.00	4.7	북동	35	22.0	1010.5	
2024/07/14 07:30:00	59.2	북동	37	22.15	0.73	6.1	1.08	5.5	남남서	206.00	2.9	북동	46	22.1	1010.6	
2024/07/14 08:00:00	53.0	북북동	19	22.21	0.80	6.4	1.34	6.5	남남서	203.00	3.3	동	92	22.2	1010.0	
2024/07/14 08:30:00	55.7	북북동	26	21.85	0.75	6.1	1.21	5.5	남남서	201.00	2.4	북북서	329	22.1	1010.3	
2024/07/14 09:00:00	55.0	북북동	27	22.00	0.77	5.8	1.36	5.0	남남서	205.00	3.1	북북서	342	21.9	1010.6	
2024/07/14 09:30:00	45.0	북북동	28	22.20	0.75	5.7	1.26	5.5	남남서	212.00	0.5	서북서	289	22.1	1010.6	
2024/07/14 10:00:00	48.6	북북동	30	22.25	0.82	5.5	1.51	7.0	남남서	205.00	2.1	남남서	210	22.1	1011.1	
2024/07/14 10:30:00	49.5	북북동	14	22.51	0.80	5.8	1.41	4.5	남남서	207.00	2.0	남서	223	22.2	1011.1	
2024/07/14 11:00:00	40.9	북동	34	22.45	0.84	5.5	1.17	5.5	남남서	199.00	4.4	서남서	239	22.1	1011.3	
2024/07/14 11:30:00	41.0	북동	38	22.39	0.76	5.6	1.21	6.5	남남서	193.00	3.7	서남서	258	22.1	1011.5	
2024/07/14 12:00:00	37.4	북동	41	22.36	0.88	5.5	1.60	6.0	남남서	193.00	2.0	서	265	22.2	1011.4	
2024/07/14 12:30:00	30.8	북동	46	22.43	0.89	5.8	1.50	6.5	남남서	205.00	2.4	서북서	300	22.3	1011.6	
2024/07/14 13:00:00	36.1	북동	45	22.29	0.95	5.9	1.48	6.0	남남서	202.00	2.5	서북서	285	22.3	1011.6	
2024/07/14 13:30:00	43.1	북동	55	22.24	1.00	5.9	1.53	6.0	남	186.00	2.0	서	265	22.2	1011.3	
2024/07/14 14:00:00	39.4	북동	54	22.21	1.11	6.2	1.86	5.5	남남서	196.00	1.9	서	268	22.4	1011.6	
2024/07/14 14:30:00	48.3	동북동	63	22.12	1.23	6.2	1.79	6.5	남남서	203.00	2.4	서북서	299	22.4	1011.8	
2024/07/14 15:00:00	47.7	동북동	61	21.99	1.22	6.3	2.10	5.5	남남서	196.00	2.9	서남서	252	22.3	1011.7	
2024/07/14 15:30:00	52.8	동북동	66	21.96	1.12	6.2	1.86	6.0	남남서	201.00	2.2	남	186	22.1	1011.7	
2024/07/14 16:00:00	60.2	동북동	67	21.88	1.11	5.9	1.48	6.5	남남서	211.00	1.5	남남동	157	22.1	1011.7	
2024/07/14 16:30:00	71.6	북동	45	21.89	1.07	5.9	1.52	6.0	남서	214.00	3.0	남남서	192	22.1	1011.8	
2024/07/14 17:00:00	67.2	북동	51	22.13	1.15	6.0	1.78	5.5	남남서	211.00	2.3	남	184	22.1	1011.9	
2024/07/14 17:30:00	73.3	동북동	63	22.20	1.15	5.8	1.81	6.5	남서	220.00	0.5	남남동	159	22.2	1012.0	
2024/07/14 18:00:00	66.5	동북동	74	22.22	1.22	6.1	2.31	6.0	남남서	209.00	2.9	북북동	33	22.0	1011.8	
2024/07/14 18:30:00	58.6	동북동	71	22.22	1.30	6.1	2.11	6.0	남남서	209.00	4.6	북북동	33	21.9	1011.6	
2024/07/14 19:00:00	62.7	동	97	22.14	1.25	5.9	1.79	5.5	남남서	211.00	5.3	북동	39	22.0	1011.6	
2024/07/14 19:30:00	46.0	동	91	22.21	1.19	6.0	1.85	5.5	남남서	203.00	6.3	북동	36	21.9	1011.6	
2024/07/14 20:00:00	30.9	동	96	22.24	0.99	5.8	1.65	6.5	남남서	201.00	6.1	북동	38	21.9	1012.2	
2024/07/14 20:30:00	18.5	동북동	77	22.24	0.96	5.6	1.56	6.5	남남서	208.00	6.4	북동	45	21.8	1012.5	
2024/07/14 21:00:00	15.6	동	79	22.26	1.00	5.7	1.95	6.0	남남서	206.00	6.2	북동	45	21.8	1012.8	
2024/07/14 21:30:00	6.6	동북동	78	22.24	1.00	5.8	1.78	6.5	남남서	208.00	5.6	북동	45	21.9	1013.2	
2024/07/14 22:00:00	13.6	동북동	62	22.22	1.00	5.9	1.53	6.5	남남서	201.00	5.8	북북동	30	21.9	1013.3	
2024/07/14 22:30:00	11.8	서북서	298	22.21	1.01	6.2	1.71	6.0	남남서	202.00	6.8	북북동	23	21.6	1013.2	
2024/07/14 23:00:00	20.0	북서	317	22.18	1.00	5.9	1.81	7.0	남남서	192.00	6.9	북북동	25	21.5	1013.0	
2024/07/14 23:30:00	8.1	서북서	285	22.16	1.02	6.1	1.73	6.5	남남서	194.00	7.4	북북동	23	21.3	1012.9	
2024/07/15 00:00:00	11.3	북서	313	22.18	0.92	5.6	1.51	5.0	남남서	203.00	7.5	북북동	22	21.4	1012.9	
2024/07/15 00:30:00	7.5	남	184	22.15	0.94	5.6	1.50	5.5	남남서	208.00	7.5	북북동	25	21.4	1012.6	
2024/07/15 01:00:00	25.2	북북서	330	22.14	0.89	5.5	1.45	5.0	남남서	205.00	7.8	북북동	29	21.5	1012.4	
2024/07/15 01:30:00	16.1	북서	305	22.21	0.89	5.5	1.33	6.5	남남서	197.00	7.5	북북동	32	21.6	1012.2	
2024/07/15 02:00:00	26.4	북	357	22.12	0.96	5.1	1.61	6.0	남남서	205.00	7.4	북북동	33	21.6	1012.0	
2024/07/15 02:30:00	37.6	북북동	25	22.09	0.87	5.3	1.23	5.0	남남서	195.00	7.4	북북동	29	21.4	1012.0	
2024/07/15 03:00:00	46.5	북북동	33	21.70	0.95	5.6	1.52	5.0	남남서	198.00	7.5	북북동	27	21.4	1011.9	
2024/07/15 03:30:00	46.2	북동	35	21.92	0.93	5.5	1.38	6.0	남	191.00	7.9	북북동	26	21.5	1012.0	
2024/07/15 04:00:00	50.0	북북동	31	21.83	0.90	5.1	1.51	5.0	남남서	205.00	8.7	북북동	28	21.5	1011.9	
2024/07/15 04:30:00	51.0	북북동	32	21.39	0.91	5.1	1.50	4.0	북동	36.00	9.5	북북동	28	21.4	1012.0	
2024/07/15 05:00:00	58.9	북북동	33	21.04	1.04	5.1	1.59	5.0	북동	40.00	9.6	북북동	26	21.5	1012.2	
2024/07/15 05:30:00	54.0	북동	36	20.81	0.98	5.1	1.48	5.0	북동	44.00	9.5	북북동	28	21.4	1011.9	
2024/07/15 06:00:00	46.9	북북동	30	20.63	1.06	5.0	1.75	5.0	북동	37.00	9.3	북북동	30	21.4	1012.1	
2024/07/15 06:30:00	38.0	북북동	28	20.66	1.03	5.1	1.59	6.0	북동	41.00	9.8	북북동	28	21.4	1012.3	
2024/07/15 07:00:00	31.3	북북서	340	20.99	1.07	5.0	1.92	4.5	북동	56.00	9.6	북북동	29	21.4	1012.6	
2024/07/15 07:30:00	35.5	북	6	20.76	1.05	5.2	1.65	5.0	북북동	33.00	9.3	북북동	28	21.4	1013.0	
2024/07/15 08:00:00	21.1	북북서	340	20.81	1.18	5.2	1.89	5.0	북동	40.00	9.6	북북동	24	21.4	1013.2	
2024/07/15 08:30:00	30.2	북	350	20.48	1.13	5.2	1.99	4.5	북동	49.00	9.4	북북동	23	21.4	1013.4	
2024/07/15 09:00:00	35.9	북	356	20.31	1.13	5.0	1.77	4.5	북동	38.00	9.3	북북동	27	21.4	1013.0	
2024/07/15 09:30:00	27.7	북북서	330	20.36	1.22	5.3	1.78	5.0	북동	53.00	8.7	북북동	29	21.4	1013.4	
2024/07/15 10:00:00	22.3	북서	317	20.79	1.21	5.1	2.04	5.5	북동	37.00	8.6	북북동	31	21.4	1013.8	
2024/07/15 10:30:00	26.1	서북서	284	20.85	1.11	4.8	1.90	5.0	북동	36.00	9.4	북북동	28	21.5	1013.7	
2024/07/15 11:00:00	22.8	북서	314	21.00	1.15	5.0	1.72	4.5	북북동	25.00	9.6	북북동	28	21.7	1013.7	
2024/07/15 11:30:00	27.1	서북서	300	20.98	1.24	5.1	2.07	4.5	북북동	33.00	8.2	북북동	29	21.8	1014.0	
2024/07/15 12:00:00	26.3	북서	316	21.46	1.02	4.8	1.84	4.5	북북동	33.00	6.5	북북동	27	22.0	1014.3	
2024/07/15 12:30:00	19.2	서북서	301	21.31	0.90	4.7	1.44	5.0	북동	34.00	6.5	북북동	30	22.1	1014.2	
2024/07/15 13:00:00	13.6	서	264	21.29	0.93	5.0	1.40	5.0	북북동	27.00	6.8	북북동	32	22.2	1013.7	
2024/07/15 13:30:00	7.1	서남서	258	21.31	0.84	4.6	1.66	4.5	북북동	32.00	7.4	북동	37	22.2	1013.4	
2024/07/15 14:00:00	22.0	북북서	335	21.39	0.79	4.7	1.60	4.5	북북동	26.00	6.7	북동	36	22.3	1013.5	
2024/07/15 14:30:00	26.9	북	350	21.62	0.80	4.7	1.39	6.0	북동	42.00	6.0	북동	44	22.3	1013.7	
2024/07/15 15:00:00	42.2	북	2	22.03	0.82	4.7	1.42	5.0	북북동	30.00	6.0	북동	51	22.2	1013.4	
2024/07/15 15:30:00	50.7	북북동	29	22.27	0.76	4.7	1.42	4.5	북동	41.00	5.8	북동	50	22.2	1013.3	
2024/07/15 16:00:00	56.8	북북동	28	22.67	0.69	4.7	1.23	4.0	북동	36.00	5.7	북동	43	22.4	1013.2	
2024/07/15 16:30:00	61.4	북북동	31	22.71	0.74	4.7	1.18	6.0	북동	43.00	5.2	북동	41	22.5	1013.2	
2024/07/15 17:00:00	62.6	북동	35	22.71	0.74	4.8	1.19	4.5	북동	37.00	4.7	북동	56	22.6	1013.4	
2024/07/15 17:30:00	69.4	북동	49	22.52	0.70	4.9	1.37	5.0	남남서	199.00	4.6	동북동	63	22.6	1013.4	
2024/07/15 18:00:00	74.8	북동	46	22.25	0.71	5.0	1.46	5.5	북동	50.00	4.2	동북동	64	22.6	1013.6	
2024/07/15 18:30:00	70.9	동북동	59	22.19	0.67	5.1	1.02	4.5	남남서	203.00	3.4	동북동	62	22.5	1013.8	
2024/07/15 19:00:00	73.2	북동	51	22.12	0.72	5.1	1.32	5.5	남남서	196.00	3.5	북동	56	22.4	1013.9	
2024/07/15 19:30:00	72.1	동북동	59	22.04	0.76	5.2	1.19	5.0	남남서	198.00	3.0	북동	53	22.4	1013.9	
2024/07/15 20:00:00	74.3	동북동	58	21.93	0.71	5.0	1.14	5.0	북동	46.00	3.3	북동	51	22.4	1014.1	
2024/07/15 20:30:00	73.5	북동	55	21.89	0.66	5.0	1.06	5.0	남남서	197.00	2.8	북동	38	22.4	1014.2	
2024/07/15 21:00:00	63.3	동북동	68	21.76	0.69	5.3	1.14	6.0	남남서	194.00	3.3	북동	41	22.4	1014.5	
2024/07/15 21:30:00	56.3	동북동	66	21.70	0.76	5.2	1.42	5.5	남남서	204.00	3.4	북동	34	22.3	1014.6	
2024/07/15 22:00:00	58.7	동북동	64	22.66	0.66	4.9	1.13	5.0	동북동	74.00	3.7	북동	35	22.2	1014.6	
2024/07/15 22:30:00	66.4	북동	50	22.82	0.84	5.6	1.64	5.5	남남서	204.00	2.3	남동	127	23.0	1014.5	
2024/07/15 23:00:00	64.6	북동	56	22.80	0.79	5.5	1.25	5.0	남남서	196.00	2.6	남동	131	23.1	1014.2	
2024/07/15 23:30:00	63.3	북동	47	23.07	0.81	5.5	1.16	6.0	남서	215.00	3.0	동남동	120	23.3	1014.2	
2024/07/16 00:00:00	57.3	동북동	58	23.45	1.00	5.6	1.71	6.0	남남서	194.00	2.2	동남동	108	23.4	1014.1	
2024/07/16 00:30:00	60.4	동북동	64	23.48	1.00	5.9	1.55	5.5	남남서	203.00	2.3	북동	55	23.4	1013.7	
2024/07/16 01:00:00	55.0	동북동	73	23.24	0.92	5.7	1.79	5.5	남남서	208.00	3.4	북동	46	22.6	1013.5	
2024/07/16 01:30:00	54.1	동북동	70	23.31	0.97	5.8	1.82	5.5	남남서	202.00	5.1	북동	37	22.2	1013.3	
2024/07/16 02:00:00	50.2	동북동	70	23.35	0.92	5.6	1.50	5.5	남남서	210.00	4.9	북북동	32	21.9	1013.3	
2024/07/16 02:30:00	35.2	동북동	69	23.16	0.94	5.7	1.65	6.5	남남서	201.00	5.1	북동	36	21.9	1013.0	
2024/07/16 03:00:00	38.3	동북동	75	23.14	0.89	5.7	1.45	6.0	남남서	200.00	4.5	북동	39	22.2	1013.2	
2024/07/16 03:30:00	41.9	동	79	23.05	0.86	5.5	1.41	5.5	남남서	198.00	4.3	북동	44	22.3	1012.9	
2024/07/16 04:00:00	35.7	동북동	70	23.02	0.80	5.3	1.23	5.5	남남서	204.00	3.4	북북동	25	22.4	1013.1	
2024/07/16 04:30:00	48.2	동북동	59	23.02	0.79	5.4	1.28	5.0	남서	219.00	4.4	북북동	13	22.0	1013.3	
2024/07/16 05:00:00	42.7	동북동	60	23.02	0.79	5.2	1.23	5.0	남남서	206.00	4.9	북북동	19	21.8	1013.3	
2024/07/16 05:30:00	38.4	북동	46	23.04	0.75	5.4	1.36	5.0	남남서	206.00	5.1	북북동	22	21.9	1013.2	
2024/07/16 06:00:00	51.5	북동	49	23.04	0.71	4.9	1.26	4.5	남남서	201.00	5.1	북북동	18	21.9	1013.8	
2024/07/16 06:30:00	48.8	북동	51	23.02	0.69	5.1	1.14	6.0	남서	224.00	5.0	북북동	30	22.0	1013.8	
2024/07/16 07:00:00	49.7	북동	38	23.04	0.66	5.2	1.10	4.5	남서	217.00	4.8	북북동	30	22.1	1014.0	
2024/07/16 07:30:00	49.7	북동	44	23.13	0.58	5.1	1.03	5.0	남서	218.00	4.8	북동	46	22.3	1014.0	
2024/07/16 08:00:00	33.8	북북동	28	23.17	0.65	5.2	1.21	4.5	남남서	211.00	4.4	북북동	26	22.3	1014.6	
2024/07/16 08:30:00	52.4	북동	34	23.29	0.65	5.0	1.15	4.5	남남서	205.00	4.4	북북동	25	22.3	1014.8	
2024/07/16 09:00:00	48.6	북북동	33	23.33	0.59	5.1	0.95	5.0	남서	221.00	3.8	북북동	25	22.5	1014.4	
2024/07/16 09:30:00	47.3	북동	34	23.36	0.60	5.3	1.04	5.5	남서	223.00	3.8	북동	41	22.6	1014.3	
2024/07/16 10:00:00	48.1	북북동	21	23.38	0.58	5.2	1.03	4.5	남남서	196.00	3.7	북동	52	22.9	1014.1	
2024/07/16 10:30:00	39.4	북동	43	23.38	0.68	5.5	1.01	5.5	남남서	204.00	2.9	북동	56	22.9	1014.1	
2024/07/16 11:00:00	44.1	북동	40	23.34	0.65	5.4	1.04	5.5	남남서	197.00	2.6	동	83	22.9	1014.0	
2024/07/16 11:30:00	36.8	북동	43	23.26	0.67	5.5	1.17	6.0	남남서	208.00	0.2	남남동	151	23.0	1014.3	
2024/07/16 12:00:00	28.6	북동	52	23.13	0.58	5.3	1.04	5.0	남남서	200.00	1.5	남남동	154	22.9	1014.1	
2024/07/16 12:30:00	25.7	북동	56	23.02	0.68	5.0	1.15	5.5	남남서	199.00	0.9	남남동	164	23.0	1013.9	
2024/07/16 13:00:00	21.5	북동	50	22.98	0.64	4.8	1.08	4.0	남남서	196.00	1.2	남남동	167	23.3	1013.8	
2024/07/16 13:30:00	22.5	북동	49	22.96	0.70	4.7	1.30	4.5	남남서	212.00	1.4	서	263	23.2	1013.6	
2024/07/16 14:00:00	20.6	북동	45	22.96	0.71	5.3	1.21	5.0	남남서	205.00	0.7	북북서	343	23.1	1013.6	
2024/07/16 14:30:00	19.4	북동	45	22.96	0.70	5.2	1.02	4.5	남남서	213.00	1.1	남서	217	23.0	1013.4	
2024/07/16 15:00:00	17.5	동북동	59	22.92	0.64	5.2	0.93	4.5	남서	215.00	1.4	남남서	194	23.0	1013.1	
2024/07/16 15:30:00	21.1	동북동	62	22.91	0.67	5.0	1.10	5.5	남남서	205.00	2.2	남	174	23.1	1013.1	
2024/07/16 16:00:00	28.7	동북동	61	22.97	0.62	4.7	1.05	5.0	남남서	198.00	3.7	남	169	23.2	1013.0	
2024/07/16 16:30:00	45.3	북동	50	22.94	0.63	4.8	1.12	4.5	남남서	212.00	8.0	남남서	192	23.6	1012.7	
2024/07/16 17:00:00	57.6	북동	55	22.84	0.78	4.5	1.21	3.0	남서	214.00	8.8	남서	225	23.0	1013.0	
2024/07/16 17:30:00	63.1	동북동	59	22.73	0.77	4.0	1.31	3.5	남남서	208.00	6.9	남서	221	22.6	1013.1	
2024/07/16 18:00:00	56.3	동북동	67	22.58	0.71	3.9	1.18	4.0	남남서	200.00	5.9	남서	222	22.5	1013.2	
2024/07/16 18:30:00	61.0	동북동	62	22.37	0.78	3.9	1.23	4.0	남남서	192.00	7.6	남남서	212	22.6	1013.1	
2024/07/16 19:00:00	66.7	동북동	68	22.27	0.79	3.9	1.40	4.0	남남서	199.00	8.2	남남서	205	22.7	1013.0	
2024/07/16 19:30:00	67.2	동북동	69	22.09	0.70	4.2	1.10	3.5	남남서	203.00	5.9	남남서	210	22.7	1013.1	
2024/07/16 20:00:00	61.6	동북동	78	21.88	0.61	4.4	1.18	4.0	남남서	207.00	4.4	서남서	237	22.4	1013.5	
2024/07/16 20:30:00	51.7	동북동	72	21.53	0.63	4.5	0.88	5.5	남남서	199.00	4.3	서남서	253	22.4	1013.7	
2024/07/16 21:00:00	43.9	동	86	21.80	0.59	4.4	1.02	5.0	남	190.00	4.2	서남서	258	22.1	1013.9	
2024/07/16 21:30:00	39.7	동	86	21.82	0.58	4.7	1.07	4.5	남	189.00	3.9	서남서	257	22.2	1014.0	
2024/07/16 22:00:00	51.3	동	91	21.66	0.56	4.6	0.89	4.0	남남서	205.00	3.6	서	267	22.2	1014.1	
2024/07/16 22:30:00	44.5	동	80	21.48	0.53	4.6	0.80	5.0	남	190.00	3.6	서남서	245	22.2	1014.0	
2024/07/16 23:00:00	42.5	동	88	21.47	0.52	4.5	0.98	5.0	남남서	206.00	3.6	남서	224	22.1	1013.8	
2024/07/16 23:30:00	29.6	동	80	21.37	0.53	4.6	0.92	5.0	남	187.00	3.8	남서	220	22.3	1013.7	
2024/07/17 00:00:00	20.8	북동	53	21.33	0.48	4.5	0.78	5.0	남남서	203.00	3.2	남서	219	22.0	1013.6	
2024/07/17 00:30:00	17.7	북동	52	21.27	0.48	4.4	0.75	5.0	남남서	201.00	3.9	남서	222	22.3	1013.6	
2024/07/17 01:00:00	20.8	북동	55	21.26	0.48	4.4	0.75	5.0	남남서	196.00	4.1	남서	224	22.4	1013.5	
2024/07/17 01:30:00	23.1	북동	41	21.24	0.51	4.7	0.89	4.5	남서	217.00	4.5	남서	220	22.5	1013.4	
2024/07/17 02:00:00	18.4	북북동	16	21.25	0.52	4.4	0.91	5.5	남서	215.00	3.3	서남서	243	22.6	1013.3	
2024/07/17 02:30:00	26.5	북	5	21.28	0.52	4.2	0.75	4.5	남남서	206.00	2.7	서남서	250	22.5	1013.4	
2024/07/17 03:00:00	26.3	북북동	16	21.36	0.49	4.3	0.76	4.0	남남서	205.00	2.5	남서	221	22.4	1013.4	
2024/07/17 03:30:00	34.5	북동	35	21.40	0.52	4.2	0.89	4.0	남남서	211.00	3.1	남남서	210	22.6	1013.2	
2024/07/17 04:00:00	45.3	북동	35	21.25	0.48	4.1	0.78	4.0	남서	216.00	4.0	남남서	198	22.5	1013.0	
2024/07/17 04:30:00	53.0	북동	38	21.20	0.49	4.2	0.79	4.0	남	191.00	4.9	남남서	193	22.5	1012.9	
2024/07/17 05:00:00	57.9	북동	37	21.27	0.51	4.1	0.78	4.0	남남서	201.00	5.3	남	191	22.6	1012.9	
2024/07/17 05:30:00	71.6	북동	43	21.43	0.44	4.1	0.74	4.5	남남서	195.00	4.6	남	188	22.4	1012.8	
2024/07/17 06:00:00	71.0	북동	47	21.62	0.45	4.2	1.01	3.5	남남서	196.00	4.5	남	188	22.5	1012.7	
2024/07/17 06:30:00	79.2	북동	44	21.81	0.44	4.2	0.80	4.0	남서	217.00	4.3	남	182	22.8	1012.8	
2024/07/17 07:00:00	91.8	북동	37	21.88	0.42	3.7	0.78	3.5	남남서	209.00	5.8	남남서	195	22.9	1013.0	
2024/07/17 07:30:00	100.4	북동	46	21.86	0.45	3.7	0.75	4.0	남서	219.00	7.0	남남서	195	23.1	1012.9	
2024/07/17 08:00:00	100.5	북동	40	21.74	0.44	3.6	0.70	3.0	남서	228.00	6.7	남남서	194	23.2	1013.2	
2024/07/17 08:30:00	108.2	북동	37	21.69	0.42	3.8	0.71	3.5	남남동	161.00	6.3	남남서	194	23.2	1013.1	
2024/07/17 09:00:00	114.2	북동	39	22.07	0.44	3.7	0.67	3.0	남서	217.00	6.8	남	191	23.5	1012.9	
2024/07/17 09:30:00	127.2	북동	48	22.28	0.43	3.6	0.75	3.5	남남서	208.00	7.5	남	191	23.7	1012.9	
